Pa	Ch
g_5246	g_4423
g_9116	g_4423
g_6057	g_4423
g_8499	g_4423
g_6842	g_4424
g_8652	g_4425
g_2067	g_4425
g_1487	g_4425
g_7771	g_4425
g_4912	g_4425
g_103	g_4425
g_8426	g_4426
g_6974	g_4426
g_2525	g_4426
g_5403	g_4426
g_8540	g_4426
g_6633	g_4427
g_9756	g_4427
g_3445	g_4427
g_4367	g_4427
g_181	g_4427
g_1682	g_4427
g_485	g_4427
g_5848	g_4427
g_6844	g_4427
g_4480	g_4428
g_5947	g_4428
g_783	g_4429
g_9139	g_4429
g_5496	g_4429
g_6288	g_4429
g_1194	g_4429
g_1730	g_4429
g_9885	g_4429
g_38	g_4429
g_543	g_4430
g_8765	g_4430
g_6610	g_4430
g_4540	g_4430
g_8354	g_4430
g_8514	g_4430
g_4976	g_4430
g_1923	g_4430
g_757	g_4430
g_1127	g_4430
g_4784	g_4431
g_4113	g_4432
g_8509	g_4432
g_5931	g_4432
g_495	g_4432
g_9715	g_4432
g_562	g_4433
g_5373	g_4433
g_3042	g_4433
g_5549	g_4433
g_5842	g_4434
g_722	g_4434
g_6880	g_4434
g_1718	g_4436
g_979	g_4436
g_4778	g_4436
g_5852	g_4436
g_2975	g_4436
g_9707	g_4436
g_1118	g_4436
g_3557	g_4436
g_1958	g_4436
g_5522	g_4436
g_6585	g_4437
g_9741	g_4437
g_8907	g_4437
g_2190	g_4438
g_4481	g_4438
g_6258	g_4438
g_736	g_4439
g_1475	g_4439
g_2482	g_4439
g_6749	g_4439
g_5940	g_4439
g_897	g_4439
g_7351	g_4440
g_4952	g_4440
g_2541	g_4440
g_3295	g_4440
g_5587	g_4440
g_7408	g_4441
g_1871	g_4441
g_1419	g_4441
g_6358	g_4441
g_3834	g_4441
g_3701	g_4441
g_3719	g_4441
g_3628	g_4441
g_7312	g_4441
g_9161	g_4442
g_671	g_4442
g_9048	g_4442
g_7892	g_4442
g_5793	g_4442
g_2708	g_4442
g_3177	g_4442
g_4369	g_4442
g_7202	g_4442
g_9034	g_4442
g_1858	g_4442
g_2151	g_4443
g_8381	g_4443
g_6410	g_4443
g_4730	g_4444
g_8995	g_4444
g_7509	g_4444
g_2278	g_4445
g_5763	g_4445
g_8193	g_4445
g_6556	g_4445
g_7719	g_4446
g_7246	g_4446
g_9057	g_4446
g_9780	g_4446
g_7566	g_4446
g_4456	g_4446
g_3194	g_4446
g_5908	g_4446
g_8431	g_4447
g_9864	g_4447
g_2130	g_4447
g_2895	g_4447
g_969	g_4447
g_3697	g_4447
g_403	g_4447
g_368	g_4448
g_1222	g_4448
g_3666	g_4448
g_9543	g_4449
g_4026	g_4450
g_535	g_4450
g_695	g_4450
g_8385	g_4450
g_8846	g_4450
g_389	g_4450
g_7524	g_4450
g_587	g_4450
g_1216	g_4451
g_4281	g_4451
g_726	g_4451
g_4176	g_4452
g_6740	g_4453
g_9158	g_4453
g_2185	g_4453
g_6348	g_4453
g_9820	g_4453
g_9881	g_4453
g_1953	g_4453
g_7222	g_4453
g_7524	g_4453
g_2069	g_4453
g_4432	g_4454
g_9216	g_4454
g_226	g_4454
g_155	g_4454
g_2652	g_4455
g_5224	g_4455
g_6653	g_4455
g_1187	g_4455
g_6782	g_4456
g_8750	g_4456
g_1047	g_4456
g_1680	g_4456
g_5399	g_4456
g_8022	g_4457
g_9696	g_4457
g_3108	g_4457
g_5704	g_4457
g_7135	g_4457
g_443	g_4457
g_6104	g_4457
g_4740	g_4457
g_5865	g_4458
g_3997	g_4458
g_7670	g_4458
g_960	g_4458
g_1601	g_4458
g_7599	g_4458
g_8920	g_4458
g_2063	g_4458
g_7848	g_4459
g_4696	g_4459
g_5472	g_4459
g_1260	g_4459
g_9918	g_4459
g_8184	g_4459
g_3953	g_4460
g_763	g_4460
g_4483	g_4460
g_5123	g_4460
g_9001	g_4460
g_5884	g_4460
g_8665	g_4461
g_4533	g_4461
g_2511	g_4461
g_4759	g_4461
g_2404	g_4461
g_7505	g_4461
g_711	g_4462
g_8530	g_4462
g_4549	g_4462
g_2692	g_4463
g_832	g_4463
g_9115	g_4463
g_2563	g_4463
g_4433	g_4464
g_6620	g_4464
g_6681	g_4464
g_6613	g_4464
g_8569	g_4464
g_9567	g_4464
g_537	g_4466
g_8727	g_4466
g_656	g_4466
g_8716	g_4466
g_2277	g_4467
g_1428	g_4467
g_4766	g_4467
g_2040	g_4468
g_1617	g_4468
g_8761	g_4468
g_3935	g_4468
g_5450	g_4468
g_1044	g_4468
g_1978	g_4468
g_7846	g_4468
g_9991	g_4468
g_7060	g_4468
g_3531	g_4468
g_5266	g_4469
g_7905	g_4469
g_2266	g_4469
g_1477	g_4469
g_6638	g_4470
g_7621	g_4470
g_7421	g_4470
g_6936	g_4470
g_6759	g_4470
g_4944	g_4470
g_5920	g_4471
g_2451	g_4471
g_7509	g_4471
g_5157	g_4471
g_7090	g_4471
g_7680	g_4471
g_199	g_4472
g_2896	g_4472
g_2027	g_4472
g_9991	g_4473
g_1678	g_4474
g_8564	g_4474
g_4938	g_4474
g_7090	g_4474
g_2369	g_4474
g_5944	g_4474
g_9069	g_4474
g_1974	g_4475
g_9369	g_4475
g_7659	g_4475
g_7166	g_4475
g_5107	g_4475
g_757	g_4476
g_7888	g_4476
g_3469	g_4476
g_5	g_4477
g_2729	g_4477
g_3084	g_4477
g_5268	g_4477
g_4111	g_4477
g_5118	g_4478
g_7068	g_4478
g_7402	g_4478
g_533	g_4478
g_6852	g_4478
g_3464	g_4479
g_4522	g_4479
g_9202	g_4480
g_7945	g_4481
g_6338	g_4481
g_6351	g_4481
g_392	g_4481
g_6895	g_4483
g_4514	g_4483
g_2475	g_4484
g_1250	g_4484
g_6738	g_4484
g_8962	g_4484
g_3859	g_4484
g_5303	g_4484
g_2451	g_4484
g_3662	g_4484
g_4963	g_4484
g_2883	g_4485
g_2202	g_4485
g_6172	g_4485
g_7314	g_4485
g_9430	g_4485
g_4735	g_4485
g_7078	g_4485
g_5706	g_4485
g_5598	g_4487
g_1777	g_4487
g_8283	g_4487
g_188	g_4487
g_3431	g_4487
g_2309	g_4488
g_6645	g_4488
g_1652	g_4488
g_6720	g_4488
g_8241	g_4489
g_7730	g_4489
g_1288	g_4489
g_5639	g_4489
g_2365	g_4489
g_9048	g_4489
g_293	g_4489
g_3562	g_4490
g_4742	g_4490
g_7331	g_4490
g_5392	g_4491
g_5372	g_4491
g_4365	g_4491
g_5161	g_4491
g_1005	g_4491
g_4861	g_4491
g_5084	g_4491
g_974	g_4491
g_2853	g_4491
g_1964	g_4491
g_3873	g_4492
g_8948	g_4492
g_3957	g_4492
g_3969	g_4492
g_4653	g_4492
g_9881	g_4492
g_963	g_4493
g_7503	g_4493
g_7671	g_4493
g_9042	g_4493
g_9275	g_4493
g_5938	g_4493
g_9658	g_4493
g_1096	g_4493
g_3835	g_4493
g_4568	g_4493
g_6002	g_4494
g_456	g_4494
g_7377	g_4494
g_6567	g_4495
g_1380	g_4496
g_8930	g_4496
g_3031	g_4496
g_7297	g_4496
g_8100	g_4496
g_2521	g_4497
g_6526	g_4497
g_6349	g_4497
g_1339	g_4497
g_9033	g_4497
g_249	g_4497
g_9152	g_4497
g_6391	g_4497
g_9269	g_4498
g_6302	g_4498
g_5805	g_4498
g_6153	g_4498
g_6877	g_4498
g_9054	g_4499
g_2906	g_4499
g_3141	g_4499
g_3852	g_4500
g_4046	g_4500
g_4797	g_4500
g_7052	g_4500
g_2408	g_4500
g_2664	g_4500
g_7811	g_4500
g_6349	g_4500
g_804	g_4500
g_24	g_4500
g_211	g_4501
g_8603	g_4501
g_8396	g_4501
g_9841	g_4501
g_1561	g_4501
g_4425	g_4501
g_8070	g_4501
g_6279	g_4501
g_9354	g_4502
g_4915	g_4502
g_7242	g_4502
g_8936	g_4502
g_2624	g_4502
g_1344	g_4503
g_7767	g_4503
g_3591	g_4503
g_7273	g_4503
g_1457	g_4503
g_4750	g_4504
g_6900	g_4504
g_9421	g_4504
g_1089	g_4504
g_4654	g_4504
g_3745	g_4504
g_9175	g_4505
g_5281	g_4505
g_8419	g_4505
g_19	g_4505
g_4025	g_4505
g_4771	g_4506
g_5891	g_4507
g_1393	g_4507
g_6387	g_4507
g_5980	g_4507
g_3822	g_4507
g_3395	g_4507
g_5866	g_4508
g_4824	g_4508
g_7740	g_4508
g_6926	g_4508
g_3556	g_4508
g_5128	g_4508
g_5113	g_4508
g_9104	g_4508
g_3306	g_4509
g_4392	g_4509
g_4638	g_4509
g_2421	g_4510
g_5054	g_4510
g_4015	g_4510
g_1311	g_4510
g_4599	g_4510
g_6539	g_4510
g_1204	g_4510
g_702	g_4510
g_1972	g_4511
g_2213	g_4511
g_2616	g_4512
g_7262	g_4512
g_1586	g_4512
g_2366	g_4513
g_9977	g_4513
g_6375	g_4513
g_6191	g_4513
g_6505	g_4513
g_6026	g_4513
g_1086	g_4514
g_5538	g_4514
g_3585	g_4515
g_2679	g_4515
g_5998	g_4515
g_3695	g_4515
g_6216	g_4515
g_4109	g_4515
g_2412	g_4516
g_9314	g_4516
g_5716	g_4516
g_5313	g_4516
g_2756	g_4516
g_8802	g_4516
g_5130	g_4516
g_9198	g_4516
g_5874	g_4517
g_9271	g_4517
g_8987	g_4517
g_1720	g_4517
g_5162	g_4517
g_2877	g_4517
g_3005	g_4518
g_5273	g_4518
g_4955	g_4518
g_4951	g_4518
g_8039	g_4518
g_4202	g_4518
g_5499	g_4518
g_55	g_4518
g_242	g_4518
g_9093	g_4519
g_746	g_4519
g_3472	g_4520
g_2641	g_4520
g_9750	g_4520
g_5974	g_4520
g_8656	g_4521
g_7916	g_4522
g_149	g_4522
g_2167	g_4522
g_2687	g_4523
g_6821	g_4523
g_1868	g_4523
g_599	g_4523
g_1931	g_4523
g_8906	g_4523
g_914	g_4523
g_1195	g_4524
g_9859	g_4524
g_8970	g_4524
g_7057	g_4525
g_5511	g_4525
g_5226	g_4525
g_5769	g_4525
g_6846	g_4526
g_3674	g_4526
g_1398	g_4527
g_8388	g_4527
g_3887	g_4527
g_576	g_4527
g_2569	g_4528
g_6762	g_4528
g_7963	g_4528
g_1512	g_4529
g_2951	g_4529
g_7915	g_4529
g_5723	g_4529
g_8489	g_4530
g_3765	g_4530
g_7432	g_4531
g_4756	g_4531
g_478	g_4531
g_7213	g_4531
g_9090	g_4531
g_7806	g_4531
g_1865	g_4531
g_9227	g_4532
g_638	g_4532
g_9039	g_4532
g_521	g_4533
g_3153	g_4533
g_1654	g_4533
g_5372	g_4533
g_1168	g_4533
g_8650	g_4534
g_6270	g_4534
g_1922	g_4534
g_82	g_4535
g_8458	g_4535
g_834	g_4536
g_4120	g_4536
g_9634	g_4536
g_3399	g_4536
g_5878	g_4536
g_1001	g_4536
g_9586	g_4536
g_1939	g_4536
g_8737	g_4536
g_8980	g_4536
g_4900	g_4537
g_2045	g_4538
g_9258	g_4538
g_9887	g_4538
g_4136	g_4538
g_8153	g_4538
g_6850	g_4538
g_3290	g_4538
g_1522	g_4539
g_9431	g_4539
g_7499	g_4539
g_5040	g_4539
g_9208	g_4539
g_1375	g_4539
g_3994	g_4539
g_3294	g_4539
g_3656	g_4540
g_7840	g_4540
g_9336	g_4540
g_2227	g_4540
g_1682	g_4540
g_8554	g_4540
g_123	g_4540
g_2895	g_4540
g_4419	g_4540
g_4493	g_4540
g_7157	g_4541
g_5665	g_4542
g_6256	g_4542
g_3792	g_4542
g_286	g_4542
g_2743	g_4542
g_4162	g_4543
g_6314	g_4543
g_6004	g_4543
g_3600	g_4543
g_8401	g_4543
g_9202	g_4543
g_1509	g_4543
g_6884	g_4543
g_6140	g_4543
g_7383	g_4543
g_8461	g_4544
g_3974	g_4544
g_4357	g_4544
g_3955	g_4544
g_690	g_4544
g_9298	g_4544
g_2698	g_4544
g_5512	g_4544
g_2356	g_4544
g_791	g_4545
g_1856	g_4545
g_9672	g_4545
g_108	g_4545
g_475	g_4545
g_8876	g_4545
g_1853	g_4545
g_9482	g_4545
g_4931	g_4545
g_2791	g_4546
g_946	g_4546
g_1676	g_4546
g_3630	g_4546
g_1972	g_4546
g_7410	g_4546
g_9674	g_4546
g_4945	g_4546
g_8394	g_4546
g_6976	g_4547
g_4657	g_4547
g_8629	g_4547
g_753	g_4548
g_7390	g_4548
g_1693	g_4548
g_9012	g_4548
g_5310	g_4548
g_5404	g_4548
g_8348	g_4548
g_2454	g_4549
g_396	g_4549
g_3607	g_4549
g_4965	g_4550
g_2874	g_4550
g_8026	g_4550
g_9786	g_4550
g_3628	g_4551
g_4193	g_4551
g_7741	g_4551
g_7993	g_4551
g_3986	g_4552
g_3752	g_4552
g_9755	g_4552
g_2558	g_4552
g_2619	g_4552
g_2793	g_4552
g_844	g_4552
g_1724	g_4552
g_365	g_4552
g_5062	g_4552
g_9005	g_4554
g_1399	g_4554
g_6444	g_4554
g_6258	g_4554
g_4053	g_4554
g_5205	g_4555
g_4260	g_4555
g_6291	g_4555
g_144	g_4555
g_432	g_4555
g_5586	g_4555
g_9441	g_4556
g_2497	g_4556
g_2723	g_4556
g_4868	g_4556
g_6515	g_4556
g_1142	g_4557
g_9513	g_4557
g_8242	g_4557
g_6778	g_4557
g_1418	g_4557
g_2315	g_4557
g_1526	g_4557
g_6244	g_4557
g_9528	g_4558
g_2603	g_4559
g_2900	g_4559
g_1295	g_4559
g_7766	g_4559
g_9773	g_4559
g_4617	g_4559
g_9217	g_4560
g_5037	g_4560
g_9798	g_4560
g_7527	g_4560
g_1799	g_4560
g_1324	g_4561
g_174	g_4561
g_5353	g_4561
g_3110	g_4561
g_4754	g_4561
g_3035	g_4561
g_753	g_4561
g_1545	g_4561
g_6624	g_4561
g_2095	g_4561
g_655	g_4561
g_1555	g_4562
g_3629	g_4562
g_4098	g_4562
g_6638	g_4562
g_6370	g_4562
g_9514	g_4562
g_4129	g_4562
g_5708	g_4562
g_3547	g_4562
g_4398	g_4562
g_9113	g_4562
g_590	g_4563
g_8097	g_4563
g_2498	g_4563
g_587	g_4563
g_7382	g_4564
g_8508	g_4564
g_975	g_4564
g_3180	g_4564
g_2867	g_4564
g_8770	g_4564
g_1092	g_4564
g_9214	g_4564
g_3893	g_4565
g_9288	g_4565
g_592	g_4565
g_2371	g_4565
g_5728	g_4565
g_9759	g_4565
g_9840	g_4565
g_2147	g_4565
g_5804	g_4565
g_8233	g_4566
g_2773	g_4566
g_1989	g_4566
g_17	g_4566
g_8649	g_4567
g_3892	g_4567
g_66	g_4568
g_9479	g_4568
g_5036	g_4568
g_1339	g_4568
g_3331	g_4569
g_5034	g_4569
g_6071	g_4569
g_7664	g_4569
g_2416	g_4569
g_9297	g_4569
g_921	g_4570
g_8855	g_4570
g_8668	g_4570
g_8381	g_4570
g_4261	g_4570
g_6975	g_4570
g_8169	g_4571
g_1566	g_4571
g_4337	g_4571
g_5588	g_4571
g_6341	g_4572
g_9264	g_4572
g_9870	g_4572
g_9387	g_4572
g_5035	g_4572
g_3488	g_4572
g_3053	g_4572
g_8281	g_4572
g_6395	g_4573
g_2375	g_4573
g_4639	g_4574
g_8596	g_4574
g_57	g_4574
g_4478	g_4575
g_8352	g_4575
g_1835	g_4575
g_4865	g_4576
g_5870	g_4577
g_3453	g_4577
g_8744	g_4578
g_4529	g_4578
g_449	g_4578
g_5624	g_4579
g_6296	g_4579
g_5496	g_4579
g_4062	g_4579
g_8379	g_4579
g_8177	g_4579
g_1231	g_4579
g_4744	g_4579
g_4037	g_4579
g_5775	g_4579
g_7447	g_4579
g_2629	g_4579
g_6088	g_4579
g_688	g_4579
g_3396	g_4580
g_4280	g_4580
g_872	g_4580
g_9530	g_4580
g_3468	g_4580
g_34	g_4580
g_2666	g_4580
g_441	g_4580
g_174	g_4580
g_153	g_4580
g_4473	g_4580
g_5517	g_4581
g_3854	g_4581
g_7640	g_4581
g_9778	g_4581
g_9765	g_4581
g_2701	g_4581
g_5273	g_4581
g_5488	g_4581
g_7594	g_4581
g_7884	g_4582
g_1820	g_4582
g_8449	g_4582
g_6138	g_4582
g_8647	g_4582
g_3526	g_4582
g_6531	g_4583
g_5068	g_4583
g_9125	g_4583
g_9925	g_4583
g_7920	g_4583
g_2302	g_4583
g_5262	g_4583
g_150	g_4583
g_7514	g_4584
g_9120	g_4584
g_9896	g_4584
g_8348	g_4585
g_6745	g_4585
g_1367	g_4585
g_3454	g_4585
g_1985	g_4585
g_4033	g_4586
g_8007	g_4586
g_2009	g_4586
g_1559	g_4586
g_3765	g_4586
g_3102	g_4587
g_8269	g_4587
g_1963	g_4587
g_8959	g_4587
g_9276	g_4587
g_700	g_4587
g_897	g_4587
g_4870	g_4588
g_31	g_4588
g_8502	g_4588
g_2610	g_4589
g_5605	g_4589
g_9006	g_4589
g_4732	g_4589
g_1019	g_4589
g_2083	g_4589
g_4331	g_4589
g_2672	g_4589
g_8563	g_4590
g_2162	g_4590
g_874	g_4590
g_5346	g_4590
g_1820	g_4591
g_5290	g_4591
g_4498	g_4591
g_8227	g_4591
g_4331	g_4591
g_5874	g_4591
g_9354	g_4591
g_5466	g_4591
g_2108	g_4591
g_8011	g_4592
g_8309	g_4592
g_7160	g_4592
g_447	g_4592
g_8314	g_4593
g_1214	g_4593
g_684	g_4594
g_1841	g_4594
g_7597	g_4594
g_5334	g_4594
g_2822	g_4595
g_5983	g_4595
g_8350	g_4595
g_1887	g_4595
g_9694	g_4595
g_7375	g_4595
g_8711	g_4597
g_4619	g_4597
g_4355	g_4597
g_3527	g_4597
g_36	g_4597
g_8633	g_4597
g_4474	g_4598
g_8891	g_4598
g_2480	g_4598
g_24	g_4598
g_2142	g_4598
g_4023	g_4599
g_1710	g_4599
g_3421	g_4599
g_4682	g_4599
g_9438	g_4600
g_7075	g_4600
g_2127	g_4600
g_2803	g_4601
g_6214	g_4601
g_563	g_4601
g_757	g_4601
g_182	g_4602
g_179	g_4602
g_2641	g_4602
g_7246	g_4603
g_966	g_4603
g_4081	g_4603
g_3277	g_4603
g_3953	g_4603
g_4405	g_4604
g_8273	g_4604
g_7219	g_4604
g_5417	g_4604
g_2142	g_4604
g_8888	g_4604
g_9060	g_4604
g_8758	g_4604
g_9298	g_4605
g_1600	g_4605
g_499	g_4605
g_1995	g_4605
g_7992	g_4605
g_3082	g_4605
g_7873	g_4605
g_5687	g_4605
g_1078	g_4605
g_7204	g_4605
g_6135	g_4606
g_2339	g_4606
g_4090	g_4606
g_6058	g_4606
g_2765	g_4606
g_8498	g_4607
g_2844	g_4607
g_9627	g_4607
g_8643	g_4607
g_4293	g_4607
g_1133	g_4607
g_507	g_4607
g_7814	g_4607
g_8939	g_4607
g_4826	g_4607
g_2961	g_4608
g_7779	g_4608
g_4069	g_4608
g_9722	g_4608
g_4143	g_4608
g_5109	g_4608
g_6094	g_4608
g_3491	g_4608
g_7108	g_4608
g_5763	g_4608
g_5378	g_4608
g_6173	g_4608
g_2702	g_4609
g_8357	g_4609
g_5319	g_4610
g_5241	g_4611
g_2653	g_4611
g_1270	g_4612
g_9953	g_4612
g_162	g_4612
g_4849	g_4612
g_4507	g_4613
g_9089	g_4613
g_2019	g_4613
g_9628	g_4613
g_103	g_4614
g_3083	g_4614
g_9932	g_4614
g_7004	g_4614
g_3959	g_4614
g_3898	g_4615
g_8700	g_4615
g_2561	g_4616
g_8606	g_4617
g_4283	g_4618
g_2005	g_4618
g_3100	g_4618
g_9009	g_4618
g_5242	g_4618
g_3511	g_4618
g_5078	g_4619
g_9976	g_4619
g_2782	g_4619
g_6004	g_4619
g_510	g_4619
g_2275	g_4619
g_1441	g_4619
g_6435	g_4619
g_9443	g_4619
g_8907	g_4620
g_7819	g_4620
g_5201	g_4620
g_6659	g_4621
g_7090	g_4621
g_9194	g_4621
g_3573	g_4622
g_6760	g_4622
g_3578	g_4622
g_4869	g_4622
g_3750	g_4622
g_5147	g_4622
g_3944	g_4622
g_2078	g_4623
g_4559	g_4623
g_4151	g_4623
g_2630	g_4623
g_6388	g_4623
g_2721	g_4623
g_386	g_4624
g_9894	g_4625
g_5776	g_4625
g_5714	g_4625
g_4532	g_4625
g_2238	g_4625
g_1985	g_4626
g_5762	g_4626
g_5937	g_4626
g_216	g_4627
g_9741	g_4627
g_3290	g_4627
g_7088	g_4627
g_7953	g_4627
g_6530	g_4627
g_1494	g_4627
g_7192	g_4627
g_2451	g_4627
g_6848	g_4627
g_9124	g_4627
g_3652	g_4629
g_8636	g_4629
g_2275	g_4630
g_4538	g_4630
g_4179	g_4630
g_6806	g_4630
g_4168	g_4630
g_4329	g_4631
g_1531	g_4631
g_6579	g_4631
g_8980	g_4631
g_4521	g_4631
g_3995	g_4632
g_707	g_4632
g_4793	g_4633
g_9721	g_4633
g_6274	g_4633
g_937	g_4633
g_3966	g_4634
g_1993	g_4634
g_9037	g_4634
g_781	g_4634
g_6703	g_4634
g_6350	g_4634
g_2262	g_4634
g_2032	g_4634
g_2483	g_4634
g_9566	g_4634
g_8639	g_4634
g_4661	g_4634
g_6294	g_4634
g_5015	g_4635
g_3560	g_4636
g_6886	g_4636
g_909	g_4637
g_9127	g_4637
g_2008	g_4637
g_7662	g_4637
g_7477	g_4638
g_1652	g_4639
g_5534	g_4640
g_2556	g_4640
g_3159	g_4640
g_500	g_4640
g_3956	g_4640
g_8925	g_4640
g_227	g_4640
g_5230	g_4640
g_1836	g_4640
g_3965	g_4641
g_3844	g_4641
g_4562	g_4641
g_6220	g_4641
g_5434	g_4641
g_8167	g_4641
g_4923	g_4641
g_6819	g_4641
g_6645	g_4642
g_5800	g_4643
g_740	g_4644
g_1709	g_4644
g_4345	g_4644
g_4089	g_4645
g_3859	g_4645
g_752	g_4645
g_6537	g_4645
g_4914	g_4645
g_4674	g_4646
g_2018	g_4646
g_2922	g_4646
g_8744	g_4646
g_4677	g_4646
g_8737	g_4646
g_198	g_4646
g_860	g_4646
g_2	g_4646
g_116	g_4646
g_5742	g_4646
g_2670	g_4647
g_9049	g_4647
g_2887	g_4647
g_9515	g_4647
g_7812	g_4647
g_9737	g_4647
g_898	g_4647
g_7386	g_4647
g_6738	g_4647
g_5393	g_4648
g_2033	g_4648
g_405	g_4648
g_2986	g_4649
g_2365	g_4649
g_3654	g_4650
g_5678	g_4650
g_5139	g_4650
g_400	g_4650
g_916	g_4650
g_709	g_4651
g_8549	g_4651
g_3900	g_4651
g_8815	g_4651
g_6767	g_4651
g_2033	g_4651
g_2612	g_4651
g_7424	g_4651
g_8824	g_4651
g_7569	g_4651
g_4938	g_4652
g_2590	g_4652
g_8350	g_4653
g_495	g_4653
g_7366	g_4653
g_1354	g_4653
g_9263	g_4653
g_7707	g_4654
g_2269	g_4654
g_3978	g_4654
g_4625	g_4654
g_7873	g_4654
g_3338	g_4655
g_2944	g_4655
g_7613	g_4655
g_1296	g_4655
g_288	g_4655
g_3199	g_4655
g_7588	g_4655
g_6647	g_4655
g_2019	g_4656
g_6765	g_4656
g_1191	g_4656
g_1123	g_4656
g_4325	g_4656
g_7261	g_4656
g_4526	g_4658
g_9425	g_4658
g_633	g_4658
g_6292	g_4658
g_2989	g_4658
g_6979	g_4658
g_4597	g_4658
g_8678	g_4658
g_8548	g_4658
g_2249	g_4659
g_6933	g_4659
g_8013	g_4659
g_5048	g_4660
g_1626	g_4660
g_5859	g_4660
g_6644	g_4660
g_1444	g_4660
g_60	g_4660
g_543	g_4660
g_2429	g_4660
g_1511	g_4661
g_3084	g_4661
g_1941	g_4661
g_4766	g_4661
g_8093	g_4662
g_2510	g_4662
g_4468	g_4663
g_6957	g_4663
g_2796	g_4663
g_2491	g_4663
g_3951	g_4663
g_1555	g_4663
g_7625	g_4663
g_1704	g_4663
g_4328	g_4663
g_7493	g_4663
g_5983	g_4663
g_1582	g_4663
g_8108	g_4663
g_1529	g_4664
g_5930	g_4665
g_106	g_4665
g_7125	g_4665
g_4842	g_4665
g_6100	g_4665
g_6270	g_4666
g_5071	g_4666
g_9282	g_4666
g_5203	g_4667
g_2801	g_4667
g_3923	g_4668
g_5488	g_4668
g_7365	g_4668
g_1049	g_4668
g_9028	g_4668
g_5275	g_4668
g_6343	g_4669
g_8975	g_4669
g_6843	g_4669
g_6596	g_4669
g_6083	g_4669
g_6967	g_4670
g_77	g_4670
g_1895	g_4670
g_9133	g_4671
g_2203	g_4671
g_731	g_4671
g_3912	g_4672
g_2061	g_4672
g_1764	g_4672
g_1221	g_4672
g_7907	g_4672
g_6964	g_4672
g_229	g_4672
g_3030	g_4672
g_40	g_4672
g_2620	g_4673
g_6766	g_4674
g_4259	g_4674
g_996	g_4675
g_7323	g_4675
g_7607	g_4675
g_9755	g_4675
g_9433	g_4675
g_3987	g_4675
g_1654	g_4675
g_5883	g_4675
g_805	g_4675
g_2261	g_4675
g_2193	g_4675
g_4025	g_4676
g_654	g_4676
g_3642	g_4676
g_6921	g_4677
g_257	g_4678
g_8731	g_4678
g_7409	g_4678
g_9072	g_4678
g_6584	g_4678
g_5944	g_4678
g_6768	g_4678
g_4603	g_4678
g_2153	g_4678
g_4969	g_4678
g_8123	g_4678
g_810	g_4679
g_4815	g_4680
g_2494	g_4681
g_5543	g_4681
g_5694	g_4681
g_4321	g_4681
g_9636	g_4681
g_2276	g_4681
g_5227	g_4681
g_6669	g_4682
g_6780	g_4682
g_7741	g_4682
g_2068	g_4683
g_769	g_4683
g_3207	g_4684
g_6077	g_4684
g_7213	g_4684
g_6623	g_4684
g_9056	g_4684
g_2128	g_4685
g_6368	g_4685
g_2081	g_4685
g_5243	g_4685
g_2650	g_4685
g_9658	g_4685
g_1155	g_4685
g_3431	g_4685
g_3384	g_4685
g_1428	g_4685
g_2237	g_4685
g_1898	g_4685
g_2251	g_4686
g_8562	g_4686
g_7989	g_4686
g_4897	g_4686
g_559	g_4686
g_558	g_4686
g_3205	g_4687
g_8209	g_4687
g_6250	g_4687
g_6155	g_4687
g_1113	g_4687
g_4818	g_4687
g_3480	g_4687
g_1891	g_4687
g_2922	g_4688
g_7544	g_4688
g_9523	g_4688
g_4391	g_4688
g_6992	g_4688
g_5612	g_4688
g_2775	g_4688
g_356	g_4688
g_3276	g_4688
g_3244	g_4689
g_9011	g_4689
g_2358	g_4690
g_9712	g_4690
g_9669	g_4691
g_5396	g_4691
g_4748	g_4691
g_3413	g_4692
g_3940	g_4692
g_5787	g_4692
g_3189	g_4692
g_8658	g_4693
g_6131	g_4693
g_501	g_4694
g_3949	g_4694
g_4214	g_4694
g_6684	g_4694
g_2868	g_4694
g_9282	g_4694
g_1762	g_4695
g_8530	g_4695
g_6091	g_4695
g_746	g_4696
g_3263	g_4696
g_8786	g_4696
g_9607	g_4696
g_1736	g_4696
g_6675	g_4696
g_6705	g_4697
g_4796	g_4697
g_5526	g_4697
g_2435	g_4698
g_3152	g_4698
g_7308	g_4698
g_609	g_4698
g_7499	g_4698
g_6406	g_4698
g_8850	g_4699
g_3096	g_4699
g_4514	g_4699
g_3892	g_4699
g_8236	g_4699
g_8188	g_4700
g_7446	g_4700
g_5343	g_4700
g_3179	g_4700
g_3493	g_4701
g_5791	g_4701
g_8971	g_4701
g_8362	g_4701
g_2669	g_4701
g_4795	g_4701
g_5532	g_4702
g_6641	g_4702
g_8646	g_4702
g_2774	g_4703
g_4934	g_4703
g_8063	g_4704
g_5611	g_4704
g_4093	g_4704
g_3655	g_4704
g_460	g_4704
g_2560	g_4704
g_2525	g_4704
g_249	g_4704
g_2515	g_4705
g_1102	g_4705
g_4517	g_4705
g_7986	g_4705
g_3857	g_4705
g_7191	g_4705
g_3276	g_4705
g_2196	g_4705
g_8346	g_4705
g_3434	g_4706
g_3278	g_4706
g_9560	g_4706
g_9155	g_4706
g_8287	g_4707
g_9283	g_4707
g_7351	g_4707
g_2814	g_4708
g_8035	g_4708
g_5297	g_4708
g_9821	g_4708
